Title,Start,End,Duration,Created by,Description,Where,Calendar
West Oak - CLOSED FOR RENTAL,03/24/2014 09:00,03/24/2014 19:00,10:00,Calgary Brown,"This conference room is closed for rental due to poor sound proofing issues.  It cannot be rented simultaneously with East Oakland.  Staff is working on fixing the issue so that it can be available to rent soon. 

Questions, please contact: calgary@oakland.impacthub.net ",West Oakland Conference Room,Conference Room
EAST Oak - Co-Fed ,03/24/2014 09:00,03/24/2014 14:00,05:00,Tatiana Vekovishcheva,$15 x 5hrs = $75 total,,Conference Room
MERIDIAN - Open Door IO Meeting,03/24/2014 10:00,03/24/2014 12:00,02:00,Calgary Brown,No Charge - Using 2hrs free as part of their organizational membership ,Meridian Room,Conference Room
HUB Oak Staff Meeting - UPTOWN,03/24/2014 10:00,03/24/2014 12:00,02:00,Tatiana Vekovishcheva,,,Conference Room
EAST OAK - Lora Team Meeting,03/24/2014 15:00,03/24/2014 16:00,01:00,Calgary Brown,,East Oak Conf,Conference Room
West Oak - CLOSED FOR RENTAL,03/25/2014 09:00,03/25/2014 19:00,10:00,Calgary Brown,"This conference room is closed for rental due to poor sound proofing issues.  It cannot be rented simultaneously with East Oakland.  Staff is working on fixing the issue so that it can be available to rent soon. 

Questions, please contact: calgary@oakland.impacthub.net ",West Oakland Conference Room,Conference Room
UPTOWN - Konda Mtg,03/25/2014 09:00,03/25/2014 10:30,01:30,Calgary Brown,No charge - internal staff meeting,Uptown conf room,Conference Room
MERIDIAN ROOM Integral Alignment Workshop- Problems To Potential,03/25/2014 13:00,03/25/2014 17:00,04:00,Lisa Chacon,,,HUB Oakland Events
UPTOWN mtg w/Andrew & IHO,03/25/2014 15:00,03/25/2014 17:00,02:00,Konda Mason,,Uptown conf room,Conference Room
Stephen Busby in Team Room,03/25/2014 18:00,03/25/2014 20:00,02:00,Mikayla Weissman,,,Conference Room
Favianna Talkback at Omi Gallery,03/25/2014 19:00,03/25/2014 22:00,03:00,Ashara Ekundayo,,Omi Gallery,HUB Oakland Events
West Oak - CLOSED FOR RENTAL,03/26/2014 09:00,03/26/2014 19:00,10:00,Calgary Brown,"This conference room is closed for rental due to poor sound proofing issues.  It cannot be rented simultaneously with East Oakland.  Staff is working on fixing the issue so that it can be available to rent soon. 

Questions, please contact: calgary@oakland.impacthub.net ",West Oakland Conference Room,Conference Room
Meridian - Internship Cohort mtg,03/26/2014 10:00,03/26/2014 11:00,01:00,Tatiana Vekovishcheva,,,Conference Room
UPTOWN - Proforma Construction Meeting,03/26/2014 10:00,03/26/2014 12:00,02:00,Calgary Brown,"NOT INVOICED YET - $40/hr

10 ppl

Contact:
Vilma Lejano
925.249.3465 direct  
vilma.lejano@proformaco.com",Uptown Conference Room,Conference Room
UPTOWN - Proforma Construction Meeting,03/26/2014 13:00,03/26/2014 14:00,01:00,Calgary Brown,"NOT INVOICED YET - $40/hr

10 ppl

Contact:
Vilma Lejano
925.249.3465 direct  
vilma.lejano@proformaco.com",Uptown Conf Room,Conference Room
MERIDIAN ROOM - Meridian Staff using the room,03/26/2014 14:00,03/26/2014 17:30,03:30,Courtney Lubell,,,Conference Room
EAST OAK - Healthy Hub mtg,03/26/2014 16:00,03/26/2014 17:00,01:00,Tatiana Vekovishcheva,,,Conference Room
ON BROADWAY - BACC Forum I: Design Thinking for an Inclusive Economy,03/26/2014 18:00,03/26/2014 20:00,02:00,Ashara Ekundayo,https://www.facebook.com/events/250782535104383/?notif_t=plan_edited,On Broadway,HUB Oakland Events
"Grits & Greens, Vol. 7",03/27/2014 07:30,03/27/2014 09:00,01:30,Ashara Ekundayo,http://gritsandgreens7.eventbrite.com/,Broadway + kitchen ,HUB Oakland Events
UPTOWN - Meeting with Konda/Ashara/Jamie,03/27/2014 09:00,03/27/2014 10:00,01:00,Calgary Brown,No charge - Internal IHO meeting,Uptown conference room,Conference Room
West Oak - CLOSED FOR RENTAL,03/27/2014 09:00,03/27/2014 19:00,10:00,Calgary Brown,"This conference room is closed for rental due to poor sound proofing issues.  It cannot be rented simultaneously with East Oakland.  Staff is working on fixing the issue so that it can be available to rent soon. 

Questions, please contact: calgary@oakland.impacthub.net ",West Oakland Conference Room,Conference Room
EAST OAK - Safe Routes ,03/27/2014 13:00,03/27/2014 15:00,02:00,Calgary Brown,"$15 x 2 = $30 total

4 people

Default setup in room",East Oak,Conference Room
Uptown conf room - Konda,03/27/2014 15:00,03/27/2014 17:00,02:00,Konda Mason,,,Conference Room
EAST OAK - BALLE Mtg,03/27/2014 15:30,03/27/2014 17:00,01:30,Calgary Brown,"No charge

4 people around a table - default set up

Contact:

Jan Jongkol
Executive Assistant
BALLE (Business Alliance for Local Living Economies)
2323 Broadway
Oakland, CA 94612
 
e: jan@bealocalist.org p: 510.587.9417 ext. 102
Website | Like us: Facebook | Follow: Twitter",East Oak,Conference Room
ON BROADWAY Siegel for Oakland Kickoff Party,03/27/2014 18:00,03/27/2014 21:00,03:00,Mikayla Weissman,,,HUB Oakland Events
Mike Fake,03/27/2014 18:30,03/27/2014 19:30,01:00,Konda Mason,,Meridian room,Conference Room
MERIDIAN ROOM - Meridian Staff using the room,03/28/2014 08:30,03/28/2014 17:30,09:00,Courtney Lubell,,,Conference Room
Coffee Mixer w/ Equator,03/28/2014 09:00,03/28/2014 11:00,02:00,Ashara Ekundayo,,Kitchen,HUB Oakland Events
West Oak - CLOSED FOR RENTAL,03/28/2014 09:00,03/28/2014 19:00,10:00,Calgary Brown,"This conference room is closed for rental due to poor sound proofing issues.  It cannot be rented simultaneously with East Oakland.  Staff is working on fixing the issue so that it can be available to rent soon. 

Questions, please contact: calgary@oakland.impacthub.net ",West Oakland Conference Room,Conference Room
UPTOWN - Konda Mtg,03/28/2014 09:00,03/28/2014 10:30,01:30,Calgary Brown,No charge - Internal staff mtg,Uptown conf room,Conference Room
Omi Gallery Un-Installation,03/28/2014 10:00,03/28/2014 12:00,02:00,Ashara Ekundayo,favianna's assistant is coming to take the show down,,HUB Oakland Events
Sexy Salad,03/28/2014 12:30,03/28/2014 13:30,01:00,Lisa Chacon,,,HUB Oakland Events
EAST OAK - Earthseed Consulting Mtg,03/28/2014 13:00,03/28/2014 14:15,01:15,Calgary Brown,"Charge $22.50 ($18/hr x 1.25)

Contact - zakiya9@gmail.com",East Oak Conf Room,Conference Room
UPTOWN - New Member Orientation,03/28/2014 13:30,03/28/2014 14:30,01:00,Danielle DeRuiter-Williams,,Uptown Conference Room,Conference Room
OMI GALLERY - overcoming obstacles mtg w/ sunni & team,03/28/2014 14:00,03/28/2014 15:00,01:00,Ashara Ekundayo,"team prezi w/ Monisha Mustapha, Marc Tognotti, Manuel Manga, Antoine Moore",omi gallery,HUB Oakland Events
EAST OAK - BALLE Mtg,03/28/2014 15:30,03/28/2014 16:30,01:00,Calgary Brown,,East Oak Conf Room,Conference Room
OMI GALLERY - Khalil Anthony booksigning/cd party,03/28/2014 19:00,03/28/2014 22:00,03:00,Ashara Ekundayo,"50/50 spilt of the door.
artist bringing refreshments
link - http://khalilanthonytrain.eventbrite.com",Omi Gallery,HUB Oakland Events
East Oak - US Federation of Worker Cooperatives - Working Day,03/29/2014 09:00,03/29/2014 17:00,08:00,Mikayla Weissman,,East Oak,Conference Room
West Oak - CLOSED FOR RENTAL,03/29/2014 09:00,03/29/2014 19:00,10:00,Calgary Brown,"This conference room is closed for rental due to poor sound proofing issues.  It cannot be rented simultaneously with East Oakland.  Staff is working on fixing the issue so that it can be available to rent soon. 

Questions, please contact: calgary@oakland.impacthub.net ",West Oakland Conference Room,Conference Room
PRIVATE PARTY ON BROADWAY Intersection for the Environment with Northgate Consulting,03/29/2014 20:00,03/29/2014 23:00,03:00,Mikayla Weissman,With Band. 5pm set up starts,2323 Main Stage,HUB Oakland Events
West Oak - CLOSED FOR RENTAL,03/30/2014 09:00,03/30/2014 19:00,10:00,Calgary Brown,"This conference room is closed for rental due to poor sound proofing issues.  It cannot be rented simultaneously with East Oakland.  Staff is working on fixing the issue so that it can be available to rent soon. 

Questions, please contact: calgary@oakland.impacthub.net ",West Oakland Conference Room,Conference Room
510Media/Fund Good Jobs - Interview Shoot,03/30/2014 12:00,03/30/2014 14:00,02:00,Mikayla Weissman,3 person interview shoot in open spaces around the hub,,HUB Oakland Events
West Oak - CLOSED FOR RENTAL,03/31/2014 09:00,03/31/2014 19:00,10:00,Calgary Brown,"This conference room is closed for rental due to poor sound proofing issues.  It cannot be rented simultaneously with East Oakland.  Staff is working on fixing the issue so that it can be available to rent soon. 

Questions, please contact: calgary@oakland.impacthub.net ",West Oakland Conference Room,Conference Room
HUB Oak Staff Meeting - UPTOWN,03/31/2014 10:00,03/31/2014 12:00,02:00,Tatiana Vekovishcheva,,,Conference Room
UPTOWN - KM reservation,03/31/2014 12:00,03/31/2014 13:30,01:30,Konda Mason,,Uptown,Conference Room
EAST OAK - Courtney Ruby Meeting,03/31/2014 14:30,03/31/2014 15:45,01:15,Calgary Brown,$15 x 1.25 = $18.75 TOTAL,East Oak conference room,Conference Room
West Oak - CLOSED FOR RENTAL,04/01/2014 09:00,04/01/2014 19:00,10:00,Calgary Brown,"This conference room is closed for rental due to poor sound proofing issues.  It cannot be rented simultaneously with East Oakland.  Staff is working on fixing the issue so that it can be available to rent soon. 

Questions, please contact: calgary@oakland.impacthub.net ",West Oakland Conference Room,Conference Room
Omi Gallery - Oakland Grown group show mtg,04/01/2014 12:30,04/01/2014 13:30,01:00,Ashara Ekundayo,"mtg with artists and curators participating in the May 2014 ""Made in Oakland"" group show ",Omi,HUB Oakland Events
DOWNTOWN - Misssey Gala Working Meeting,04/01/2014 18:00,04/01/2014 20:00,02:00,Mikayla Weissman,$/hr - org member,,Conference Room
West Oak - CLOSED FOR RENTAL,04/02/2014 09:00,04/02/2014 19:00,10:00,Calgary Brown,"This conference room is closed for rental due to poor sound proofing issues.  It cannot be rented simultaneously with East Oakland.  Staff is working on fixing the issue so that it can be available to rent soon. 

Questions, please contact: calgary@oakland.impacthub.net ",West Oakland Conference Room,Conference Room
UPTOWN - Proforma Construction Meeting,04/02/2014 10:00,04/02/2014 12:00,02:00,Calgary Brown,"NOT INVOICED YET - $40/hr

10 ppl

Contact:
Vilma Lejano
925.249.3465 direct  
vilma.lejano@proformaco.com",Uptown Conference Room,Conference Room
opc mtg w/ angela,04/02/2014 11:00,04/02/2014 12:00,01:00,Ashara Ekundayo,,omi gallery,HUB Oakland Events
EAST OAK - Residence Consulting,04/02/2014 15:00,04/02/2014 16:30,01:30,Calgary Brown,,East Oak,Conference Room
MERIDIAN - UC Berk Class,04/02/2014 17:30,04/02/2014 21:30,04:00,Calgary Brown,"Contact: Calgary 

I'm working on a special exchange with Better Ventures office

Needs projector",Meridian conf room,Conference Room
Oakland Reconstructed Town Forum,04/02/2014 19:00,04/02/2014 21:30,02:30,Mikayla Weissman,Set up 5:30pm,On Broadway,HUB Oakland Events
West Oak - CLOSED FOR RENTAL,04/03/2014 09:00,04/03/2014 19:00,10:00,Calgary Brown,"This conference room is closed for rental due to poor sound proofing issues.  It cannot be rented simultaneously with East Oakland.  Staff is working on fixing the issue so that it can be available to rent soon. 

Questions, please contact: calgary@oakland.impacthub.net ",West Oakland Conference Room,Conference Room
MERIDIAN - Maiki Mtg,04/03/2014 11:00,04/03/2014 13:00,02:00,Calgary Brown,No Charge,Meridian Room,Conference Room
EAST OAK - BALLE Mtg,04/03/2014 13:30,04/03/2014 15:00,01:30,Calgary Brown,"NO CHARGE

Default setup - Boardroom: chairs around tables

4 ppl",East Oak,Conference Room
OMI GALLERY - Members Only Reception,04/03/2014 18:00,04/03/2014 20:00,02:00,Ashara Ekundayo,IHO Members Only reception for April exhibit w/ artist Joan Osato,Omi Gallery,HUB Oakland Events
MERIDIAN - Today's Future Sound,04/03/2014 18:30,04/03/2014 20:30,02:00,Calgary Brown,Special rate for ongoing conference room booking - Already paid via Square. ,Meridian Room,Conference Room
HUB Global Gathering,04/04/2014 00:00,04/08/2014 00:00,96:00,Lisa Chacon,,"Oaxaca, Mexico",HUB Oakland Events
West Oak - CLOSED FOR RENTAL,04/04/2014 09:00,04/04/2014 19:00,10:00,Calgary Brown,"This conference room is closed for rental due to poor sound proofing issues.  It cannot be rented simultaneously with East Oakland.  Staff is working on fixing the issue so that it can be available to rent soon. 

Questions, please contact: calgary@oakland.impacthub.net ",West Oakland Conference Room,Conference Room
EAST OAK - Christine Guardia Mtg,04/04/2014 09:45,04/04/2014 10:45,01:00,Calgary Brown,"Non-Member

$35 will be paid via square at door.  

Needs phone in conference room. ",East Oak,Conference Room
UPTOWN - BALLE Mtg,04/04/2014 10:30,04/04/2014 11:30,01:00,Calgary Brown,"NO CHARGE

Default Setup - Boardroom: chairs around table

4 ppl",Uptown,Conference Room
EAST OAK - Farley's Staff Meeting,04/04/2014 12:30,04/04/2014 15:30,03:00,Calgary Brown,"Contact: amy@hillyardconsulting.com

Charge $25hr - 3hrs x $25 = $75 - PAID vis square 4/4

8 people

Setup: Boardroom style with 8 chairs around a table.  Will be using whiteboard, so make sure pens and erasers are in the room. ",East Oak conf room,Conference Room
Sexy Salad,04/04/2014 12:30,04/04/2014 13:30,01:00,Lisa Chacon,,,HUB Oakland Events
"HOLD - ""The Word Process""",04/04/2014 16:15,04/04/2014 17:45,01:30,Jackson Meredith,,,HUB Oakland Events
Omi Gallery 1st Friday,04/04/2014 19:00,04/04/2014 22:00,03:00,Ashara Ekundayo,"""Home in the World: An Apocalyptic Travelogue"" photography by Joan Osato, explores our place and displacement out in the yet-wild parts of the American West and uses forced perspective, tilt-shift photography and selective blurring as a tool to isolate minute detail within the grandeur and overwhelming scale of the terrain.

",Omi Gallery,HUB Oakland Events
West Oak - CLOSED FOR RENTAL,04/05/2014 09:00,04/05/2014 19:00,10:00,Calgary Brown,"This conference room is closed for rental due to poor sound proofing issues.  It cannot be rented simultaneously with East Oakland.  Staff is working on fixing the issue so that it can be available to rent soon. 

Questions, please contact: calgary@oakland.impacthub.net ",West Oakland Conference Room,Conference Room
Oakland International Film Fest - Filmmaker Panel,04/05/2014 15:30,04/05/2014 17:30,02:00,Ashara Ekundayo,"contact: david roach, oaklandfilmfestival@gmail.com, 510-776-4178
venue rental $0 (comp) via Ashara

Impact Hub Oakland welcomes the 12th Annual Oakland International Film Festival to Omi Gallery for a Filmmaker Panel featuring Emma Thatcher (To The Moon), Casey Beck (The Organic Life) & Jim McSilver (The Oakland Originals).

filmmaker panel discussion
The Film - "" To The Moon"" - 
Filmmaker present : Emma Thatcher
email: tothemoonfilm@gmail.com
phone: 917-975-0934

The Film - The Organic Life
Filmmaker present: Casey Beck
email: caseybeck@gmail.com
phone: 239-250-0129

The Film - The Oakland Originals
Filmmaker present: Jim McSilver
email: jim@mcsilver.net
phone: 510-853-0629",Omi Gallery,HUB Oakland Events
